date,pm10_avg,pm25_avg,aqi,aqi_category,aqi_source,temp_max,temp_min,temp_mean,wind_speed_max,wind_speed_mean,humidity_mean,precipitation,air_pollution_Delhi,N95_mask,air_purifier,breathing_problem,AQI_Delhi,year,month,season
2017-05-07,355.0,152.16666666666666,325.0,Very Poor,openaq_computed,42.05,26.0,34.2,16.42,8.06,22.73,0.0,0.0,,0,,,2017,5,Spring
2017-05-08,335.6666666666667,109.81666666666666,266.0,Poor,openaq_computed,42.05,25.6,33.72,21.53,13.37,31.68,0.0,0.0,,0,,,2017,5,Spring
2017-05-09,217.66666666666663,92.91666666666669,211.0,Poor,openaq_computed,39.75,26.85,32.29,21.52,14.5,43.66,1.8,0.0,,0,,,2017,5,Spring
2017-05-10,228.33333333333337,102.63333333333333,243.0,Poor,openaq_computed,39.9,27.05,33.58,18.84,10.61,38.15,0.0,0.0,,0,,,2017,5,Spring
2017-05-11,493.6666666666667,213.0,372.0,Very Poor,openaq_computed,40.35,26.4,33.07,23.95,9.13,36.93,1.4,0.0,,0,,,2017,5,Spring
2017-05-12,329.3333333333333,156.77142857142857,329.0,Very Poor,openaq_computed,40.3,26.1,33.6,20.02,9.38,33.29,0.1,0.0,,0,,,2017,5,Spring
2017-05-13,310.0,189.15714285714284,354.0,Very Poor,openaq_computed,42.6,26.75,35.03,19.38,9.95,23.11,0.0,0.0,,0,,,2017,5,Spring
2017-05-14,379.3333333333333,123.6,304.0,Very Poor,openaq_computed,42.6,27.3,35.24,16.81,9.59,21.89,0.0,0.0,,0,,,2017,5,Spring
2017-05-15,312.3333333333333,133.3,311.0,Very Poor,openaq_computed,40.6,27.25,33.81,22.1,11.84,27.55,0.7,0.0,,0,,,2017,5,Spring
2017-05-16,243.66666666666663,91.37142857142858,206.0,Poor,openaq_computed,35.85,25.4,31.14,14.71,7.98,40.13,1.0,0.0,,0,,,2017,5,Spring
2017-05-17,190.5,105.41666666666669,252.0,Poor,openaq_computed,38.45,25.65,31.52,18.79,9.55,42.58,0.4,0.0,,0,,,2017,5,Spring
2017-05-18,297.3333333333333,116.71428571428572,289.0,Poor,openaq_computed,40.75,26.3,33.14,23.47,8.26,37.66,0.0,0.0,,0,,,2017,5,Spring
2017-05-19,343.0,97.9,227.0,Poor,openaq_computed,39.9,25.9,33.05,16.24,8.01,31.24,0.0,0.0,,0,,,2017,5,Spring
2017-05-20,465.0,132.0,310.0,Very Poor,openaq_computed,39.35,25.8,32.45,16.87,9.54,34.19,0.0,0.0,,0,,,2017,5,Spring
2017-05-21,416.6666666666667,124.14285714285714,304.0,Very Poor,openaq_computed,37.65,24.3,30.65,17.29,7.09,43.96,0.9,0.0,,0,,,2017,5,Spring
2017-05-22,477.3333333333333,171.1142857142857,340.0,Very Poor,openaq_computed,37.75,25.1,31.48,16.95,9.36,42.28,0.1,0.0,,0,,,2017,5,Spring
2017-05-23,207.0,91.44285714285716,206.0,Poor,openaq_computed,39.6,25.85,33.04,15.99,8.81,39.62,0.2,0.0,,0,,,2017,5,Spring
2017-05-24,297.3333333333333,126.92857142857144,306.0,Very Poor,openaq_computed,40.65,27.45,33.54,16.06,8.04,39.15,0.0,0.0,,0,,,2017,5,Spring
2017-05-25,275.0,153.45714285714286,326.0,Very Poor,openaq_computed,42.55,27.8,35.39,19.81,10.52,33.09,0.0,0.0,,0,,,2017,5,Spring
2017-05-26,295.0,70.325,135.0,Moderate,openaq_computed,40.8,28.3,32.91,21.58,15.74,46.22,0.2,0.0,,0,,,2017,5,Spring
2017-05-27,152.46666666666667,61.6875,107.0,Moderate,openaq_computed,38.0,27.85,32.42,24.47,16.77,51.24,0.3,0.0,,0,,,2017,5,Spring
2017-05-28,153.46666666666667,70.375,135.0,Moderate,openaq_computed,35.45,25.4,29.92,21.25,13.75,57.03,2.4,0.0,,0,,,2017,5,Spring
2017-05-29,153.0,102.0,241.0,Poor,openaq_computed,35.25,24.6,30.0,15.84,7.31,60.56,0.5,0.0,,0,,,2017,5,Spring
2017-05-30,151.05,101.5,239.0,Poor,openaq_computed,37.2,26.15,30.87,18.86,12.38,56.81,0.2,0.0,,0,,,2017,5,Spring
2017-05-31,239.66666666666663,111.6875,273.0,Poor,openaq_computed,37.8,26.75,31.41,18.37,7.42,55.5,0.0,0.0,,0,,,2017,5,Spring
2017-06-01,350.6666666666667,127.25,307.0,Very Poor,openaq_computed,39.35,24.85,32.63,15.58,8.86,42.96,0.0,0.0,,0,,,2017,6,Monsoon
2017-06-02,354.6666666666667,80.475,169.0,Moderate,openaq_computed,42.0,27.2,35.2,19.45,12.18,35.27,0.0,0.0,,0,,,2017,6,Monsoon
2017-06-03,405.0,88.15714285714286,194.0,Moderate,openaq_computed,44.05,29.7,37.25,23.84,16.41,26.18,0.0,100.0,,0,,,2017,6,Monsoon
2017-06-04,316.3333333333333,66.3375,122.0,Moderate,openaq_computed,42.9,34.0,37.87,28.12,19.35,29.19,0.0,0.0,,0,,,2017,6,Monsoon
2017-06-05,316.0,120.83333333333331,302.0,Very Poor,openaq_computed,40.8,32.1,36.84,29.83,16.37,36.35,0.3,0.0,,0,,,2017,6,Monsoon
2017-06-06,182.9,100.68571428571428,236.0,Poor,openaq_computed,36.45,26.9,31.72,25.15,12.98,56.95,0.6,0.0,,0,,,2017,6,Monsoon
2017-06-07,139.2,50.614285714285714,85.0,Satisfactory,openaq_computed,35.7,27.0,31.42,19.65,6.42,57.2,3.8,0.0,,0,,,2017,6,Monsoon
2017-06-08,244.5,105.41428571428573,252.0,Poor,openaq_computed,36.65,26.35,31.01,15.0,6.38,55.13,0.3,0.0,,0,,,2017,6,Monsoon
2017-06-09,223.5,76.15714285714286,154.0,Moderate,openaq_computed,38.85,26.05,32.24,14.88,6.36,50.5,0.6,0.0,0.0,0,0.0,,2017,6,Monsoon
2017-06-10,50.5,85.71428571428571,186.0,Moderate,openaq_computed,38.05,25.75,32.11,13.66,7.0,45.85,0.2,,0.0,0,0.0,,2017,6,Monsoon
2017-06-11,126.33333333333331,69.9875,134.0,Moderate,openaq_computed,38.9,25.65,32.81,21.17,10.61,42.3,0.0,,0.0,0,0.0,,2017,6,Monsoon
2017-06-12,273.3333333333333,64.75,117.0,Moderate,openaq_computed,40.9,26.95,33.75,19.44,9.84,36.55,0.1,,0.0,0,0.0,,2017,6,Monsoon
2017-06-13,338.0,87.0,190.0,Moderate,openaq_computed,41.0,27.1,34.39,19.05,12.22,34.7,0.4,,0.0,0,0.0,,2017,6,Monsoon
2017-06-14,344.3333333333333,119.6125,299.0,Poor,openaq_computed,39.1,27.4,32.88,15.86,10.61,48.33,2.2,,0.0,0,0.0,,2017,6,Monsoon
2017-06-15,166.0,72.925,144.0,Moderate,openaq_computed,36.6,24.15,30.97,11.77,6.63,49.0,0.4,,0.0,0,0.0,,2017,6,Monsoon
2017-06-16,143.06666666666666,52.4875,88.0,Satisfactory,openaq_computed,37.0,24.7,30.5,18.13,7.23,61.43,7.0,,0.0,0,0.0,,2017,6,Monsoon
2017-06-17,334.3333333333333,121.0875,302.0,Very Poor,openaq_computed,36.5,25.2,30.82,21.13,8.73,65.95,3.1,,0.0,0,0.0,,2017,6,Monsoon
2017-06-18,307.6666666666667,115.9375,287.0,Poor,openaq_computed,35.55,26.85,31.39,19.8,11.71,64.6,5.5,,0.0,0,0.0,,2017,6,Monsoon
2017-06-19,92.43333333333334,48.375,81.0,Satisfactory,openaq_computed,34.85,25.0,29.71,12.77,5.6,69.67,10.2,,0.0,0,0.0,,2017,6,Monsoon
2017-06-20,110.6,72.35,142.0,Moderate,openaq_computed,32.95,23.95,28.65,18.28,9.96,71.21,2.4,,0.0,0,0.0,,2017,6,Monsoon
2017-06-21,151.33333333333334,76.9,157.0,Moderate,openaq_computed,34.2,25.0,29.06,16.17,8.29,68.26,0.0,,0.0,0,0.0,,2017,6,Monsoon
2017-06-22,197.33333333333337,66.075,121.0,Moderate,openaq_computed,33.1,25.4,29.33,17.11,7.49,70.66,5.5,,0.0,0,0.0,,2017,6,Monsoon
2017-06-23,276.6666666666667,94.725,217.0,Poor,openaq_computed,35.8,26.15,31.57,8.65,4.47,60.45,0.0,,0.0,0,0.0,,2017,6,Monsoon
2017-06-24,259.3333333333333,108.375,262.0,Poor,openaq_computed,36.8,29.2,33.06,12.29,8.17,58.43,0.2,,0.0,0,0.0,,2017,6,Monsoon
2017-06-25,222.66666666666663,81.4125,172.0,Moderate,openaq_computed,37.0,28.95,33.49,15.65,11.46,59.76,2.3,,0.0,0,0.0,,2017,6,Monsoon
2017-06-26,191.33333333333337,76.9875,157.0,Moderate,openaq_computed,36.7,28.1,32.9,18.64,11.58,61.99,1.1,,0.0,0,0.0,,2017,6,Monsoon
2017-06-27,95.23333333333332,49.51428571428572,83.0,Satisfactory,openaq_computed,33.45,26.8,29.45,19.06,12.71,79.84,24.1,,0.0,0,0.0,,2017,6,Monsoon
2017-06-28,79.96666666666667,44.975,75.0,Satisfactory,openaq_computed,31.05,25.65,27.79,21.37,12.55,85.31,3.6,,100.0,0,0.0,,2017,6,Monsoon
2017-06-29,71.56666666666666,44.3,74.0,Satisfactory,openaq_computed,30.35,25.9,27.78,14.29,7.76,86.32,15.1,,0.0,0,0.0,,2017,6,Monsoon
2017-06-30,157.70000000000002,73.1625,144.0,Moderate,openaq_computed,31.1,26.35,28.59,10.0,5.84,85.44,10.5,,0.0,0,0.0,,2017,6,Monsoon
2017-07-01,119.3,35.371428571428574,60.0,Satisfactory,openaq_computed,30.3,25.6,27.92,15.63,9.35,86.38,12.4,,0.0,0,0.0,,2017,7,Monsoon
2017-07-02,224.13333333333333,58.175,97.0,Satisfactory,openaq_computed,32.85,26.0,29.16,12.78,6.08,81.93,3.5,,0.0,0,0.0,,2017,7,Monsoon
2017-07-03,349.0,61.5625,106.0,Moderate,openaq_computed,34.55,27.55,30.75,24.8,14.89,74.51,3.8,,0.0,0,0.0,,2017,7,Monsoon
2017-07-04,399.0,90.6375,203.0,Poor,openaq_computed,34.5,27.55,30.75,18.78,12.32,71.19,0.4,,0.0,0,0.0,,2017,7,Monsoon
2017-07-05,204.5,58.7625,98.0,Satisfactory,openaq_computed,34.35,27.0,30.08,15.94,8.46,71.91,1.0,,0.0,0,0.0,,2017,7,Monsoon
2017-07-06,141.0,98.5375,229.0,Poor,openaq_computed,34.5,25.7,29.87,12.72,9.23,75.37,1.7,,0.0,0,0.0,,2017,7,Monsoon
2017-07-07,290.0,63.375,112.0,Moderate,openaq_computed,34.55,26.65,31.03,15.31,8.02,71.65,0.1,,0.0,0,0.0,,2017,7,Monsoon
2017-07-08,379.5,160.7375,332.0,Very Poor,openaq_computed,36.4,28.25,32.22,21.97,11.01,63.55,0.0,,0.0,0,0.0,,2017,7,Monsoon
2017-07-09,213.5,55.675,93.0,Satisfactory,openaq_computed,36.3,28.95,32.05,21.71,13.54,59.55,0.4,,0.0,0,0.0,,2017,7,Monsoon
2017-07-10,125.0,85.0625,184.0,Moderate,openaq_computed,34.7,27.45,30.39,13.72,9.78,69.05,1.4,,0.0,0,100.0,,2017,7,Monsoon
2017-07-11,93.6,34.35,58.0,Satisfactory,openaq_computed,30.8,25.95,28.22,16.12,12.11,78.3,1.1,,0.0,0,0.0,,2017,7,Monsoon
2017-07-12,111.0,35.7125,60.0,Satisfactory,openaq_computed,32.35,26.0,29.24,21.05,12.88,72.28,0.6,,0.0,0,0.0,,2017,7,Monsoon
2017-07-13,139.65,117.05,290.0,Poor,openaq_computed,32.85,27.1,29.73,18.09,13.53,72.92,0.6,,0.0,0,0.0,,2017,7,Monsoon
2017-07-14,116.3,41.7,70.0,Satisfactory,openaq_computed,32.5,27.05,29.46,16.24,12.75,76.38,9.6,,0.0,0,0.0,,2017,7,Monsoon
2017-07-15,133.95,137.4125,314.0,Very Poor,openaq_computed,32.75,27.1,29.8,15.07,9.37,79.12,5.1,,0.0,0,0.0,,2017,7,Monsoon
2017-07-16,128.75,85.4125,185.0,Moderate,openaq_computed,33.2,27.45,29.73,19.16,8.29,80.49,5.8,,0.0,0,0.0,,2017,7,Monsoon
2017-07-17,109.45,47.4,79.0,Satisfactory,openaq_computed,33.75,27.0,30.23,11.71,6.62,78.95,4.3,,0.0,0,0.0,,2017,7,Monsoon
2017-07-18,184.0,54.3875,91.0,Satisfactory,openaq_computed,35.2,27.65,31.46,11.75,6.26,72.7,2.0,,0.0,0,0.0,,2017,7,Monsoon
2017-07-19,95.45,37.0875,63.0,Satisfactory,openaq_computed,32.25,25.45,29.43,16.6,10.96,77.69,14.0,,0.0,0,0.0,,2017,7,Monsoon
2017-07-20,91.95,32.5875,55.0,Satisfactory,openaq_computed,32.65,27.8,29.71,19.06,12.17,76.3,5.7,,0.0,0,0.0,,2017,7,Monsoon
2017-08-10,175.5,30.175,51.0,Satisfactory,openaq_computed,34.1,27.5,30.24,23.02,18.47,70.19,0.2,,0.0,0,0.0,,2017,8,Monsoon
2017-08-11,157.0,27.2,45.0,Good,openaq_computed,33.15,27.55,30.02,31.33,20.62,68.83,0.3,,0.0,0,0.0,,2017,8,Monsoon
2017-08-12,156.875,40.54,68.0,Satisfactory,openaq_computed,33.1,26.75,29.76,20.19,15.4,70.82,0.5,,0.0,0,0.0,,2017,8,Monsoon
2017-08-13,156.75,44.46666666666667,75.0,Satisfactory,openaq_computed,33.2,26.45,29.68,13.2,8.05,68.79,0.2,,0.0,0,0.0,,2017,8,Monsoon
2017-08-14,156.625,47.599999999999994,80.0,Satisfactory,openaq_computed,32.75,27.05,29.77,15.63,9.39,71.49,0.6,,0.0,0,0.0,,2017,8,Monsoon
2017-08-15,156.5,46.6875,78.0,Satisfactory,openaq_computed,34.55,27.2,30.4,18.79,12.64,67.05,0.0,,0.0,0,0.0,,2017,8,Monsoon
2017-08-16,161.8,55.9875,93.0,Satisfactory,openaq_computed,35.8,27.65,31.08,20.21,12.78,63.76,0.0,,0.0,0,0.0,,2017,8,Monsoon
2017-08-17,161.0,60.25714285714285,102.0,Moderate,openaq_computed,35.6,27.5,31.12,14.87,10.8,64.75,0.0,,0.0,0,0.0,,2017,8,Monsoon
2017-08-18,88.8,49.6625,83.0,Satisfactory,openaq_computed,30.4,26.95,28.18,16.49,13.37,82.85,6.3,,0.0,0,0.0,,2017,8,Monsoon
2017-08-19,89.125,38.9,66.0,Satisfactory,openaq_computed,33.15,26.1,29.55,17.41,13.08,74.4,0.4,,0.0,94,0.0,,2017,8,Monsoon
2017-08-20,89.44999999999999,37.44,63.0,Satisfactory,openaq_computed,32.7,26.7,29.24,19.34,11.8,78.33,6.2,,0.0,0,0.0,,2017,8,Monsoon
2017-08-21,89.77499999999999,51.31666666666666,86.0,Satisfactory,openaq_computed,32.15,26.6,28.84,12.57,8.32,81.2,6.0,,0.0,0,0.0,,2017,8,Monsoon
2017-08-22,90.1,47.6375,80.0,Satisfactory,openaq_computed,31.25,26.45,27.95,15.63,8.3,86.38,3.8,,0.0,0,0.0,,2017,8,Monsoon
2017-08-23,63.75,57.5125,96.0,Satisfactory,openaq_computed,32.15,25.55,28.65,8.65,5.91,83.76,1.7,0.0,0.0,0,0.0,0.0,2017,8,Monsoon
2017-08-24,81.825,65.5,119.0,Moderate,openaq_computed,30.8,26.2,28.07,11.66,5.64,85.66,6.7,0.0,,0,0.0,26.0,2017,8,Monsoon
2017-08-25,99.9,52.1875,87.0,Satisfactory,openaq_computed,31.8,25.25,27.55,7.93,4.93,87.62,26.7,0.0,,0,0.0,0.0,2017,8,Monsoon
2017-08-26,115.25,58.41428571428571,97.0,Satisfactory,openaq_computed,32.6,25.4,28.62,12.89,6.33,82.53,1.8,0.0,,0,0.0,0.0,2017,8,Monsoon
2017-08-27,98.15,34.35125,58.0,Satisfactory,openaq_computed,29.0,25.85,27.37,21.97,13.62,83.63,2.0,0.0,,0,0.0,0.0,2017,8,Monsoon
2017-08-28,67.95,58.15,97.0,Satisfactory,openaq_computed,31.2,25.75,27.89,19.42,15.03,80.26,8.0,0.0,,0,0.0,0.0,2017,8,Monsoon
2017-08-29,78.25,102.4,242.0,Poor,openaq_computed,30.75,26.35,28.18,20.97,14.92,81.44,4.4,0.0,,0,0.0,0.0,2017,8,Monsoon
2017-08-30,42.35,39.74285714285714,67.0,Satisfactory,openaq_computed,28.75,24.7,26.39,14.57,9.98,90.07,24.2,0.0,,0,0.0,0.0,2017,8,Monsoon
2017-08-31,40.0,33.45,57.0,Satisfactory,openaq_computed,30.2,24.9,26.5,17.58,9.96,87.51,33.7,0.0,,0,0.0,0.0,2017,8,Monsoon
2017-09-01,57.1,33.2125,56.0,Satisfactory,openaq_computed,28.1,25.0,25.65,16.17,9.79,88.47,24.7,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-02,98.65,37.2,63.0,Satisfactory,openaq_computed,31.4,24.35,27.51,10.48,6.4,79.7,0.5,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-03,162.3,49.175,82.0,Satisfactory,openaq_computed,32.8,25.3,28.65,16.68,10.33,77.86,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-04,120.4,38.875,65.0,Satisfactory,openaq_computed,32.15,25.25,28.49,13.49,10.11,77.07,0.1,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-05,141.3,39.128571428571426,66.0,Satisfactory,openaq_computed,32.45,25.85,28.68,12.65,7.27,76.47,1.5,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-06,118.15,45.375,76.0,Satisfactory,openaq_computed,30.95,24.1,27.44,12.24,6.59,84.15,0.4,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-07,149.05,76.7,156.0,Moderate,openaq_computed,32.15,24.85,28.2,11.59,6.15,81.48,0.3,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-08,172.75,66.3625,122.0,Moderate,openaq_computed,32.85,24.7,28.72,13.48,8.23,76.42,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-09,162.0,69.61666666666666,133.0,Moderate,openaq_computed,34.35,25.55,29.83,13.01,5.91,72.55,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-10,151.25,75.275,151.0,Moderate,openaq_computed,34.55,25.95,29.75,16.45,6.95,71.68,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-11,147.3,69.02857142857142,131.0,Moderate,openaq_computed,33.75,25.7,29.39,14.4,7.16,70.55,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-12,169.65,73.61428571428571,146.0,Moderate,openaq_computed,34.0,25.85,29.83,11.44,6.53,69.37,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-13,167.0,92.325,209.0,Poor,openaq_computed,33.65,25.95,29.5,9.5,6.12,72.62,0.0,0.0,,0,100.0,0.0,2017,9,Post-Monsoon
2017-09-14,160.5,72.37142857142858,142.0,Moderate,openaq_computed,34.15,24.95,29.28,13.2,7.77,68.8,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-15,145.33333333333334,81.0,170.0,Moderate,openaq_computed,33.65,25.25,28.65,14.34,5.99,70.76,0.0,0.0,,25,0.0,0.0,2017,9,Post-Monsoon
2017-09-16,130.16666666666666,59.4,99.0,Satisfactory,openaq_computed,33.35,25.75,28.71,17.39,9.75,68.68,0.0,0.0,,27,0.0,0.0,2017,9,Post-Monsoon
2017-09-17,115.0,62.6125,110.0,Moderate,openaq_computed,34.8,24.05,29.13,17.1,9.5,64.99,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-18,148.5,71.175,138.0,Moderate,openaq_computed,33.75,24.8,29.49,9.47,5.78,73.65,0.1,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-19,140.6,78.1125,161.0,Moderate,openaq_computed,35.65,25.2,30.01,11.18,5.24,66.85,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-20,68.95,62.3875,109.0,Moderate,openaq_computed,33.65,25.1,29.1,15.82,10.65,71.84,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-21,32.45,39.275,66.0,Satisfactory,openaq_computed,27.2,23.85,25.58,19.8,11.74,85.29,12.4,0.0,,23,0.0,0.0,2017,9,Post-Monsoon
2017-09-22,36.3,40.675,68.0,Satisfactory,openaq_computed,26.4,22.75,24.29,19.92,10.65,91.35,18.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-23,87.15,58.3,97.0,Satisfactory,openaq_computed,30.8,20.95,25.35,17.94,11.3,82.67,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-24,139.0,68.3375,129.0,Moderate,openaq_computed,33.1,22.5,27.52,16.06,9.97,76.04,0.0,0.0,,28,0.0,0.0,2017,9,Post-Monsoon
2017-09-25,262.0,82.925,177.0,Moderate,openaq_computed,33.2,23.65,28.3,12.68,6.54,70.59,0.0,0.0,,25,0.0,0.0,2017,9,Post-Monsoon
2017-09-26,316.0,91.4,206.0,Poor,openaq_computed,34.05,23.6,28.42,9.69,6.43,66.31,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-27,318.5,91.4,206.0,Poor,openaq_computed,33.8,23.75,28.61,10.18,6.2,63.5,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-28,353.0,94.0,214.0,Poor,openaq_computed,33.5,24.1,29.01,14.12,6.81,63.75,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-29,267.0,92.7,210.0,Poor,openaq_computed,34.8,23.4,28.81,13.91,7.62,62.78,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-09-30,298.5,81.7,173.0,Moderate,openaq_computed,35.45,21.75,28.44,11.88,6.67,58.82,0.0,0.0,,0,0.0,0.0,2017,9,Post-Monsoon
2017-10-01,317.0,77.15714285714286,158.0,Moderate,openaq_computed,35.35,22.45,29.01,10.3,7.03,57.33,0.0,0.0,,0,0.0,0.0,2017,10,Post-Monsoon
2017-10-02,258.0,97.8625,227.0,Poor,openaq_computed,34.6,21.7,28.07,15.33,7.89,59.45,0.0,0.0,,0,0.0,0.0,2017,10,Post-Monsoon
2017-10-03,321.0,101.475,239.0,Poor,openaq_computed,34.35,22.0,28.06,14.08,7.7,62.37,0.0,0.0,,0,0.0,0.0,2017,10,Post-Monsoon
2017-10-04,183.0,92.8125,210.0,Poor,openaq_computed,34.4,22.5,28.09,13.8,8.46,65.44,0.0,0.0,,33,0.0,0.0,2017,10,Post-Monsoon
2017-10-05,226.5,87.8125,193.0,Moderate,openaq_computed,34.65,22.8,27.9,13.44,8.91,56.14,0.0,0.0,,0,0.0,0.0,2017,10,Post-Monsoon
2017-10-06,307.5,99.2125,231.0,Poor,openaq_computed,33.9,20.85,27.7,13.44,6.8,52.27,0.0,0.0,,0,0.0,0.0,2017,10,Post-Monsoon
2017-10-07,339.5,122.25714285714284,303.0,Very Poor,openaq_computed,34.6,21.5,27.41,8.91,6.44,61.84,0.0,0.0,,36,0.0,0.0,2017,10,Post-Monsoon
2017-10-08,320.0,113.875,280.0,Poor,openaq_computed,35.0,22.4,27.88,12.98,7.72,62.8,0.0,0.0,,29,0.0,0.0,2017,10,Post-Monsoon
2017-10-09,342.0,116.3125,288.0,Poor,openaq_computed,34.85,21.9,27.87,10.66,6.89,59.57,0.0,0.0,,37,0.0,0.0,2017,10,Post-Monsoon
2017-10-10,333.0,121.2375,302.0,Very Poor,openaq_computed,34.55,22.3,27.94,13.01,7.17,58.78,0.0,0.0,,53,0.0,0.0,2017,10,Post-Monsoon
2017-10-11,385.0,137.675,314.0,Very Poor,openaq_computed,34.15,22.35,28.22,11.01,6.79,55.0,0.0,15.0,,37,0.0,0.0,2017,10,Post-Monsoon
2017-10-12,343.5,127.3375,307.0,Very Poor,openaq_computed,34.5,22.2,28.08,11.87,7.25,48.03,0.0,0.0,,44,0.0,0.0,2017,10,Post-Monsoon
2017-10-13,310.0,135.8875,313.0,Very Poor,openaq_computed,35.65,21.6,28.04,12.98,7.48,50.6,0.0,0.0,,44,0.0,0.0,2017,10,Post-Monsoon
2017-10-14,319.5,136.65,314.0,Very Poor,openaq_computed,35.3,21.1,27.98,10.24,6.57,51.7,0.0,0.0,,36,0.0,0.0,2017,10,Post-Monsoon
2017-10-15,386.0,153.1,326.0,Very Poor,openaq_computed,35.3,20.9,27.88,11.25,7.49,51.69,0.0,0.0,,57,0.0,0.0,2017,10,Post-Monsoon
2017-10-16,377.0,139.325,316.0,Very Poor,openaq_computed,33.6,19.75,26.54,14.66,9.26,50.69,0.0,0.0,,47,0.0,0.0,2017,10,Post-Monsoon
2017-10-17,382.0,154.75,327.0,Very Poor,openaq_computed,33.45,20.05,26.2,16.07,7.84,61.5,0.0,0.0,,54,0.0,0.0,2017,10,Post-Monsoon
2017-10-18,440.0,197.25,360.0,Very Poor,openaq_computed,34.5,20.55,27.33,11.62,6.63,62.61,0.0,0.0,,49,0.0,0.0,2017,10,Post-Monsoon
2017-10-19,647.0,512.9833333333333,500.0,Severe,openaq_computed,34.7,21.55,28.03,11.3,7.12,58.19,0.0,60.0,,72,0.0,81.0,2017,10,Post-Monsoon
2017-10-20,508.5,230.125,385.0,Very Poor,openaq_computed,34.75,20.35,27.15,14.56,8.48,52.93,0.0,100.0,,91,0.0,100.0,2017,10,Post-Monsoon
2017-10-21,433.0,161.28571428571428,332.0,Very Poor,openaq_computed,35.05,19.75,26.96,14.15,8.34,49.36,0.0,0.0,,73,0.0,39.0,2017,10,Post-Monsoon
2017-10-22,412.5,153.4,326.0,Very Poor,openaq_computed,33.45,19.15,26.51,13.71,6.67,55.03,0.0,14.0,,92,0.0,0.0,2017,10,Post-Monsoon
2017-10-23,441.5,179.125,346.0,Very Poor,openaq_computed,33.15,19.45,25.53,16.3,10.19,51.02,0.0,14.0,,51,0.0,0.0,2017,10,Post-Monsoon
2017-10-24,422.5,202.375,364.0,Very Poor,openaq_computed,32.0,17.85,25.1,10.01,7.05,46.44,0.0,0.0,,60,0.0,0.0,2017,10,Post-Monsoon
2017-10-25,361.5,190.125,354.0,Very Poor,openaq_computed,32.0,18.0,24.66,12.25,7.23,51.08,0.0,14.0,,83,0.0,0.0,2017,10,Post-Monsoon
2017-10-26,354.0,174.25,342.0,Very Poor,openaq_computed,30.9,17.85,24.05,10.44,6.41,60.45,0.0,0.0,,62,0.0,0.0,2017,10,Post-Monsoon
2017-10-27,380.0,175.875,344.0,Very Poor,openaq_computed,31.35,19.0,24.68,10.03,6.77,61.0,0.0,0.0,,26,0.0,0.0,2017,10,Post-Monsoon
2017-10-28,377.5,183.6875,350.0,Very Poor,openaq_computed,30.75,17.5,23.94,9.45,6.54,60.9,0.0,0.0,,59,0.0,0.0,2017,10,Post-Monsoon
2017-10-29,415.5,191.9125,356.0,Very Poor,openaq_computed,29.75,17.4,23.37,9.57,6.4,62.73,0.0,0.0,,100,0.0,0.0,2017,10,Post-Monsoon
2017-10-30,438.5,220.85,378.0,Very Poor,openaq_computed,30.2,17.85,24.03,8.67,4.82,62.69,0.0,0.0,,49,0.0,0.0,2017,10,Post-Monsoon
2017-10-31,333.5,195.7125,359.0,Very Poor,openaq_computed,30.55,19.7,24.36,10.31,7.76,61.38,0.0,0.0,,89,0.0,0.0,2017,10,Post-Monsoon
2017-11-01,298.5,189.625,354.0,Very Poor,openaq_computed,30.35,18.3,23.93,10.54,6.46,68.94,0.0,19.0,,67,0.0,0.0,2017,11,Post-Monsoon
2017-11-02,333.0,188.85,353.0,Very Poor,openaq_computed,29.35,18.2,23.35,9.51,6.56,70.38,0.0,14.0,,0,0.0,0.0,2017,11,Post-Monsoon
