date,air_pollution_Delhi,N95_mask,air_purifier,breathing_problem,AQI_Delhi
2016-05-12,3,0,3,71,0
2016-05-13,3,0,3,71,0
2016-05-14,3,0,3,71,0
2016-05-15,5,0,3,57,0
2016-05-16,5,0,3,57,0
2016-05-17,5,0,3,57,0
2016-05-18,5,0,3,57,0
2016-05-19,5,0,3,57,0
2016-05-20,5,0,3,57,0
2016-05-21,5,0,3,57,0
2016-05-22,6,0,3,59,0
2016-05-23,6,0,3,59,0
2016-05-24,6,0,3,59,0
2016-05-25,6,0,3,59,0
2016-05-26,6,0,3,59,0
2016-05-27,6,0,3,59,0
2016-05-28,6,0,3,59,0
2016-05-29,8,0,3,47,0
2016-05-30,8,0,3,47,0
2016-05-31,8,0,3,47,0
2016-06-01,8,0,3,47,0
2016-06-02,8,0,3,47,0
2016-06-03,8,0,3,47,0
2016-06-04,8,0,3,47,0
2016-06-05,6,0,3,45,0
2016-06-06,6,0,3,45,0
2016-06-07,6,0,3,45,0
2016-06-08,6,0,3,45,0
2016-06-09,6,0,3,45,0
2016-06-10,6,0,3,45,0
2016-06-11,6,0,3,45,0
2016-06-12,6,0,3,58,0
2016-06-13,6,0,3,58,0
2016-06-14,6,0,3,58,0
2016-06-15,6,0,3,58,0
2016-06-16,6,0,3,58,0
2016-06-17,6,0,3,58,0
2016-06-18,6,0,3,58,0
2016-06-19,8,0,2,0,0
2016-06-20,8,0,2,0,0
2016-06-21,8,0,2,0,0
2016-06-22,8,0,2,0,0
2016-06-23,8,0,2,0,0
2016-06-24,8,0,2,0,0
2016-06-25,8,0,2,0,0
2016-06-26,8,0,3,51,0
2016-06-27,8,0,3,51,0
2016-06-28,8,0,3,51,0
2016-06-29,8,0,3,51,0
2016-06-30,8,0,3,51,0
2016-07-01,8,0,3,51,0
2016-07-02,8,0,3,51,0
2016-07-03,5,0,2,70,0
2016-07-04,5,0,2,70,0
2016-07-05,5,0,2,70,0
2016-07-06,5,0,2,70,0
2016-07-07,5,0,2,70,0
2016-07-08,5,0,2,70,0
2016-07-09,5,0,2,70,0
2016-07-10,0,0,2,60,0
2016-07-11,0,0,2,60,0
2016-07-12,0,0,2,60,0
2016-07-13,0,0,2,60,0
2016-07-14,0,0,2,60,0
2016-07-15,0,0,2,60,0
2016-07-16,0,0,2,60,0
2016-07-17,3,0,2,0,0
2016-07-18,3,0,2,0,0
2016-07-19,3,0,2,0,0
2016-07-20,3,0,2,0,0
2016-07-21,3,0,2,0,0
2016-07-22,3,0,2,0,0
2016-07-23,3,0,2,0,0
2016-07-24,0,0,2,0,0
2016-07-25,0,0,2,0,0
2016-07-26,0,0,2,0,0
2016-07-27,0,0,2,0,0
2016-07-28,0,0,2,0,0
2016-07-29,0,0,2,0,0
2016-07-30,0,0,2,0,0
2016-07-31,0,0,2,55,0
2016-08-01,0,0,2,55,0
2016-08-02,0,0,2,55,0
2016-08-03,0,0,2,55,0
2016-08-04,0,0,2,55,0
2016-08-05,0,0,2,55,0
2016-08-06,0,0,2,55,0
2016-08-07,0,0,2,0,0
2016-08-08,0,0,2,0,0
2016-08-09,0,0,2,0,0
2016-08-10,0,0,2,0,0
2016-08-11,0,0,2,0,0
2016-08-12,0,0,2,0,0
2016-08-13,0,0,2,0,0
2016-08-14,0,0,3,0,0
2016-08-15,0,0,3,0,0
2016-08-16,0,0,3,0,0
2016-08-17,0,0,3,0,0
2016-08-18,0,0,3,0,0
2016-08-19,0,0,3,0,0
2016-08-20,0,0,3,0,0
2016-08-21,0,0,3,65,0
2016-08-22,0,0,3,65,0
2016-08-23,0,0,3,65,0
2016-08-24,0,0,3,65,0
2016-08-25,0,0,3,65,0
2016-08-26,0,0,3,65,0
2016-08-27,0,0,3,65,0
2016-08-28,0,0,2,82,0
2016-08-29,0,0,2,82,0
2016-08-30,0,0,2,82,0
2016-08-31,0,0,2,82,0
2016-09-01,0,0,2,82,0
2016-09-02,0,0,2,82,0
2016-09-03,0,0,2,82,0
2016-09-04,0,0,2,100,0
2016-09-05,0,0,2,100,0
2016-09-06,0,0,2,100,0
2016-09-07,0,0,2,100,0
2016-09-08,0,0,2,100,0
2016-09-09,0,0,2,100,0
2016-09-10,0,0,2,100,0
2016-09-11,0,0,3,69,0
2016-09-12,0,0,3,69,0
2016-09-13,0,0,3,69,0
2016-09-14,0,0,3,69,0
2016-09-15,0,0,3,69,0
2016-09-16,0,0,3,69,0
2016-09-17,0,0,3,69,0
2016-09-18,0,0,6,60,0
2016-09-19,0,0,6,60,0
2016-09-20,0,0,6,60,0
2016-09-21,0,0,6,60,0
2016-09-22,0,0,6,60,0
2016-09-23,0,0,6,60,0
2016-09-24,0,0,6,60,0
2016-09-25,5,0,4,65,0
2016-09-26,5,0,4,65,0
2016-09-27,5,0,4,65,0
2016-09-28,5,0,4,65,0
2016-09-29,5,0,4,65,0
2016-09-30,5,0,4,65,0
2016-10-01,5,0,4,65,0
2016-10-02,0,0,5,0,0
2016-10-03,0,0,5,0,0
2016-10-04,0,0,5,0,0
2016-10-05,0,0,5,0,0
2016-10-06,0,0,5,0,0
2016-10-07,0,0,5,0,0
2016-10-08,0,0,5,0,0
2016-10-09,6,0,5,67,0
2016-10-10,6,0,5,67,0
2016-10-11,6,0,5,67,0
2016-10-12,6,0,5,67,0
2016-10-13,6,0,5,67,0
2016-10-14,6,0,5,67,0
2016-10-15,6,0,5,67,0
2016-10-16,0,0,7,69,0
2016-10-17,0,0,7,69,0
2016-10-18,0,0,7,69,0
2016-10-19,0,0,7,69,0
2016-10-20,0,0,7,69,0
2016-10-21,0,0,7,69,0
2016-10-22,0,0,7,69,0
2016-10-23,10,0,15,83,0
2016-10-24,10,0,15,83,0
2016-10-25,10,0,15,83,0
2016-10-26,10,0,15,83,0
2016-10-27,10,0,15,83,0
2016-10-28,10,0,15,83,0
2016-10-29,10,0,15,83,0
2016-10-30,79,61,86,0,84
2016-10-31,79,61,86,0,84
2016-11-01,79,61,86,0,84
2016-11-02,79,61,86,0,84
2016-11-03,79,61,86,0,84
2016-11-04,79,61,86,0,84
2016-11-05,79,61,86,0,84
2016-11-06,100,100,100,0,100
2016-11-07,100,100,100,0,100
2016-11-08,100,100,100,0,100
2016-11-09,100,100,100,0,100
2016-11-10,100,100,100,0,100
2016-11-11,100,100,100,0,100
2016-11-12,100,100,100,0,100
2016-11-13,17,0,16,0,33
2016-11-14,17,0,16,0,33
2016-11-15,17,0,16,0,33
2016-11-16,17,0,16,0,33
2016-11-17,17,0,16,0,33
2016-11-18,17,0,16,0,33
2016-11-19,17,0,16,0,33
2016-11-20,9,0,12,0,21
2016-11-21,9,0,12,0,21
2016-11-22,9,0,12,0,21
2016-11-23,9,0,12,0,21
2016-11-24,9,0,12,0,21
2016-11-25,9,0,12,0,21
2016-11-26,9,0,12,0,21
2016-11-27,11,0,12,0,29
2016-11-28,11,0,12,0,29
2016-11-29,11,0,12,0,29
2016-11-30,11,0,12,0,29
2016-12-01,11,0,12,0,29
2016-12-02,11,0,12,0,29
2016-12-03,11,0,12,0,29
2016-12-04,5,0,11,0,20
2016-12-05,5,0,11,0,20
2016-12-06,5,0,11,0,20
2016-12-07,5,0,11,0,20
2016-12-08,5,0,11,0,20
2016-12-09,5,0,11,0,20
2016-12-10,5,0,11,0,20
2016-12-11,6,0,8,53,0
2016-12-12,6,0,8,53,0
2016-12-13,6,0,8,53,0
2016-12-14,6,0,8,53,0
2016-12-15,6,0,8,53,0
2016-12-16,6,0,8,53,0
2016-12-17,6,0,8,53,0
2016-12-18,9,0,9,0,0
2016-12-19,9,0,9,0,0
2016-12-20,9,0,9,0,0
2016-12-21,9,0,9,0,0
2016-12-22,9,0,9,0,0
2016-12-23,9,0,9,0,0
2016-12-24,9,0,9,0,0
2016-12-25,9,0,8,0,0
2016-12-26,9,0,8,0,0
2016-12-27,9,0,8,0,0
2016-12-28,9,0,8,0,0
2016-12-29,9,0,8,0,0
2016-12-30,9,0,8,0,0
2016-12-31,9,0,8,0,0
2017-01-01,8,0,6,0,0
2017-01-02,8,0,6,0,0
2017-01-03,8,0,6,0,0
2017-01-04,8,0,6,0,0
2017-01-05,8,0,6,0,0
2017-01-06,8,0,6,0,0
2017-01-07,8,0,6,0,0
2017-01-08,4,0,3,0,0
2017-01-09,4,0,3,0,0
2017-01-10,4,0,3,0,0
2017-01-11,4,0,3,0,0
2017-01-12,4,0,3,0,0
2017-01-13,4,0,3,0,0
2017-01-14,4,0,3,0,0
2017-01-15,3,0,4,0,3
2017-01-16,3,0,4,0,3
2017-01-17,3,0,4,0,3
2017-01-18,3,0,4,0,3
2017-01-19,3,0,4,0,3
2017-01-20,3,0,4,0,3
2017-01-21,3,0,4,0,3
2017-01-22,3,0,4,0,3
2017-01-23,3,0,4,0,3
2017-01-24,3,0,4,0,3
2017-01-25,3,0,4,0,3
2017-01-26,3,0,4,0,3
2017-01-27,3,0,4,0,3
2017-01-28,3,0,4,0,3
2017-01-29,2,0,3,0,2
2017-01-30,2,0,3,0,2
2017-01-31,2,0,3,0,2
2017-02-01,2,0,3,0,2
2017-02-02,2,0,3,0,2
2017-02-03,2,0,3,0,2
2017-02-04,2,0,3,0,2
2017-02-05,2,0,3,0,0
2017-02-06,2,0,3,0,0
2017-02-07,2,0,3,0,0
2017-02-08,2,0,3,0,0
2017-02-09,2,0,3,0,0
2017-02-10,2,0,3,0,0
2017-02-11,2,0,3,0,0
2017-02-12,2,0,4,51,0
2017-02-13,2,0,4,51,0
2017-02-14,2,0,4,51,0
2017-02-15,2,0,4,51,0
2017-02-16,2,0,4,51,0
2017-02-17,2,0,4,51,0
2017-02-18,2,0,4,51,0
2017-02-19,3,0,3,0,0
2017-02-20,3,0,3,0,0
2017-02-21,3,0,3,0,0
2017-02-22,3,0,3,0,0
2017-02-23,3,0,3,0,0
2017-02-24,3,0,3,0,0
2017-02-25,3,0,3,0,0
2017-02-26,0,0,3,0,0
2017-02-27,0,0,3,0,0
2017-02-28,0,0,3,0,0
2017-03-01,0,0,3,0,0
2017-03-02,0,0,3,0,0
2017-03-03,0,0,3,0,0
2017-03-04,0,0,3,0,0
2017-03-05,2,0,2,0,0
2017-03-06,2,0,2,0,0
2017-03-07,2,0,2,0,0
2017-03-08,2,0,2,0,0
2017-03-09,2,0,2,0,0
2017-03-10,2,0,2,0,0
2017-03-11,2,0,2,0,0
2017-03-12,2,0,3,0,0
2017-03-13,2,0,3,0,0
2017-03-14,2,0,3,0,0
2017-03-15,2,0,3,0,0
2017-03-16,2,0,3,0,0
2017-03-17,2,0,3,0,0
2017-03-18,2,0,3,0,0
2017-03-19,0,0,2,0,0
2017-03-20,0,0,2,0,0
2017-03-21,0,0,2,0,0
2017-03-22,0,0,2,0,0
2017-03-23,0,0,2,0,0
2017-03-24,0,0,2,0,0
2017-03-25,0,0,2,0,0
2017-03-26,1,0,3,52,0
2017-03-27,1,0,3,52,0
2017-03-28,1,0,3,52,0
2017-03-29,1,0,3,52,0
2017-03-30,1,0,3,52,0
2017-03-31,1,0,3,52,0
2017-04-01,1,0,3,52,0
2017-04-02,1,0,3,56,0
2017-04-03,1,0,3,56,0
2017-04-04,1,0,3,56,0
2017-04-05,1,0,3,56,0
2017-04-06,1,0,3,56,0
2017-04-07,1,0,3,56,0
2017-04-08,1,0,3,56,0
2017-04-09,1,0,2,0,0
2017-04-10,1,0,2,0,0
2017-04-11,1,0,2,0,0
2017-04-12,1,0,2,0,0
2017-04-13,1,0,2,0,0
2017-04-14,1,0,2,0,0
2017-04-15,1,0,2,0,0
2017-04-16,0,0,2,0,0
2017-04-17,0,0,2,0,0
2017-04-18,0,0,2,0,0
2017-04-19,0,0,2,0,0
2017-04-20,0,0,2,0,0
2017-04-21,0,0,2,0,0
2017-04-22,0,0,2,0,0
2017-04-23,0,0,2,76,0
2017-04-24,0,0,2,76,0
2017-04-25,0,0,2,76,0
2017-04-26,0,0,2,76,0
2017-04-27,0,0,2,76,0
2017-04-28,0,0,2,76,0
2017-04-29,0,0,2,76,0
2017-04-30,2,0,2,51,0
2017-05-01,2,0,2,51,0
2017-05-02,2,0,2,51,0
2017-05-03,2,0,2,51,0
2017-05-04,2,0,2,51,0
2017-05-05,2,0,2,51,0
2017-05-06,2,0,2,51,0
2017-05-07,2,0,2,0,0
2017-05-08,2,0,2,0,0
2017-05-09,2,0,2,0,0
2017-05-10,2,0,2,0,0
2017-05-11,2,0,2,0,0
2017-05-12,2,0,2,0,0
2017-05-13,2,0,2,0,0
2017-05-14,2,0,3,100,0
2017-05-15,2,0,3,100,0
2017-05-16,2,0,3,100,0
2017-05-17,2,0,3,100,0
2017-05-18,2,0,3,100,0
2017-05-19,2,0,3,100,0
2017-05-20,2,0,3,100,0
2017-05-21,2,0,2,0,0
2017-05-22,2,0,2,0,0
2017-05-23,2,0,2,0,0
2017-05-24,2,0,2,0,0
2017-05-25,2,0,2,0,0
2017-05-26,2,0,2,0,0
2017-05-27,2,0,2,0,0
2017-05-28,2,0,2,44,0
2017-05-29,2,0,2,44,0
2017-05-30,2,0,2,44,0
2017-05-31,2,0,2,44,0
2017-06-01,2,0,2,44,0
2017-06-02,2,0,2,44,0
2017-06-03,2,0,2,44,0
2017-06-04,0,0,2,0,0
2017-06-05,0,0,2,0,0
2017-06-06,0,0,2,0,0
2017-06-07,0,0,2,0,0
2017-06-08,0,0,2,0,0
2017-06-09,0,0,2,0,0
2017-06-10,0,0,2,0,0
2017-06-11,3,0,2,61,0
2017-06-12,3,0,2,61,0
2017-06-13,3,0,2,61,0
2017-06-14,3,0,2,61,0
2017-06-15,3,0,2,61,0
2017-06-16,3,0,2,61,0
2017-06-17,3,0,2,61,0
2017-06-18,1,0,1,0,0
2017-06-19,1,0,1,0,0
2017-06-20,1,0,1,0,0
2017-06-21,1,0,1,0,0
2017-06-22,1,0,1,0,0
2017-06-23,1,0,1,0,0
2017-06-24,1,0,1,0,0
2017-06-25,2,0,1,0,0
2017-06-26,2,0,1,0,0
2017-06-27,2,0,1,0,0
2017-06-28,2,0,1,0,0
2017-06-29,2,0,1,0,0
2017-06-30,2,0,1,0,0
2017-07-01,2,0,1,0,0
2017-07-02,2,0,2,55,0
2017-07-03,2,0,2,55,0
2017-07-04,2,0,2,55,0
2017-07-05,2,0,2,55,0
2017-07-06,2,0,2,55,0
2017-07-07,2,0,2,55,0
2017-07-08,2,0,2,55,0
2017-07-09,0,0,2,0,0
2017-07-10,0,0,2,0,0
2017-07-11,0,0,2,0,0
2017-07-12,0,0,2,0,0
2017-07-13,0,0,2,0,0
2017-07-14,0,0,2,0,0
2017-07-15,0,0,2,0,0
2017-07-16,0,0,1,61,0
2017-07-17,0,0,1,61,0
2017-07-18,0,0,1,61,0
2017-07-19,0,0,1,61,0
2017-07-20,0,0,1,61,0
2017-07-21,0,0,1,61,0
2017-07-22,0,0,1,61,0
2017-07-23,0,0,2,0,0
2017-07-24,0,0,2,0,0
2017-07-25,0,0,2,0,0
2017-07-26,0,0,2,0,0
2017-07-27,0,0,2,0,0
2017-07-28,0,0,2,0,0
2017-07-29,0,0,2,0,0
2017-07-30,0,0,2,0,0
2017-07-31,0,0,2,0,0
2017-08-01,0,0,2,0,0
2017-08-02,0,0,2,0,0
2017-08-03,0,0,2,0,0
2017-08-04,0,0,2,0,0
2017-08-05,0,0,2,0,0
2017-08-06,0,0,1,0,0
2017-08-07,0,0,1,0,0
2017-08-08,0,0,1,0,0
2017-08-09,0,0,1,0,0
2017-08-10,0,0,1,0,0
2017-08-11,0,0,1,0,0
2017-08-12,0,0,1,0,0
2017-08-13,0,0,2,50,0
2017-08-14,0,0,2,50,0
2017-08-15,0,0,2,50,0
2017-08-16,0,0,2,50,0
2017-08-17,0,0,2,50,0
2017-08-18,0,0,2,50,0
2017-08-19,0,0,2,50,0
2017-08-20,0,0,2,0,0
2017-08-21,0,0,2,0,0
2017-08-22,0,0,2,0,0
2017-08-23,0,0,2,0,0
2017-08-24,0,0,2,0,0
2017-08-25,0,0,2,0,0
2017-08-26,0,0,2,0,0
2017-08-27,0,0,2,0,0
2017-08-28,0,0,2,0,0
2017-08-29,0,0,2,0,0
2017-08-30,0,0,2,0,0
2017-08-31,0,0,2,0,0
2017-09-01,0,0,2,0,0
2017-09-02,0,0,2,0,0
2017-09-03,0,0,3,0,0
2017-09-04,0,0,3,0,0
2017-09-05,0,0,3,0,0
2017-09-06,0,0,3,0,0
2017-09-07,0,0,3,0,0
2017-09-08,0,0,3,0,0
2017-09-09,0,0,3,0,0
2017-09-10,0,0,3,51,3
2017-09-11,0,0,3,51,3
2017-09-12,0,0,3,51,3
2017-09-13,0,0,3,51,3
2017-09-14,0,0,3,51,3
2017-09-15,0,0,3,51,3
2017-09-16,0,0,3,51,3
2017-09-17,2,0,3,0,0
2017-09-18,2,0,3,0,0
2017-09-19,2,0,3,0,0
2017-09-20,2,0,3,0,0
2017-09-21,2,0,3,0,0
2017-09-22,2,0,3,0,0
2017-09-23,2,0,3,0,0
2017-09-24,0,0,4,0,0
2017-09-25,0,0,4,0,0
2017-09-26,0,0,4,0,0
2017-09-27,0,0,4,0,0
2017-09-28,0,0,4,0,0
2017-09-29,0,0,4,0,0
2017-09-30,0,0,4,0,0
2017-10-01,2,0,4,92,0
2017-10-02,2,0,4,92,0
2017-10-03,2,0,4,92,0
2017-10-04,2,0,4,92,0
2017-10-05,2,0,4,92,0
2017-10-06,2,0,4,92,0
2017-10-07,2,0,4,92,0
2017-10-08,5,0,8,60,3
2017-10-09,5,0,8,60,3
2017-10-10,5,0,8,60,3
2017-10-11,5,0,8,60,3
2017-10-12,5,0,8,60,3
2017-10-13,5,0,8,60,3
2017-10-14,5,0,8,60,3
2017-10-15,21,3,13,67,23
2017-10-16,21,3,13,67,23
2017-10-17,21,3,13,67,23
2017-10-18,21,3,13,67,23
2017-10-19,21,3,13,67,23
2017-10-20,21,3,13,67,23
2017-10-21,21,3,13,67,23
2017-10-22,7,4,12,0,7
2017-10-23,7,4,12,0,7
2017-10-24,7,4,12,0,7
2017-10-25,7,4,12,0,7
2017-10-26,7,4,12,0,7
2017-10-27,7,4,12,0,7
2017-10-28,7,4,12,0,7
2017-10-29,6,0,15,92,9
2017-10-30,6,0,15,92,9
2017-10-31,6,0,15,92,9
2017-11-01,6,0,15,92,9
2017-11-02,6,0,15,92,9
2017-11-03,6,0,15,92,9
2017-11-04,6,0,15,92,9
2017-11-05,100,100,100,94,100
2017-11-06,100,100,100,94,100
2017-11-07,100,100,100,94,100
2017-11-08,100,100,100,94,100
2017-11-09,100,100,100,94,100
2017-11-10,100,100,100,94,100
2017-11-11,100,100,100,94,100
2017-11-12,41,29,39,0,88
2017-11-13,41,29,39,0,88
2017-11-14,41,29,39,0,88
2017-11-15,41,29,39,0,88
2017-11-16,41,29,39,0,88
2017-11-17,41,29,39,0,88
2017-11-18,41,29,39,0,88
2017-11-19,13,0,14,96,31
2017-11-20,13,0,14,96,31
2017-11-21,13,0,14,96,31
2017-11-22,13,0,14,96,31
2017-11-23,13,0,14,96,31
2017-11-24,13,0,14,96,31
2017-11-25,13,0,14,96,31
2017-11-26,7,0,11,78,20
2017-11-27,7,0,11,78,20
2017-11-28,7,0,11,78,20
2017-11-29,7,0,11,78,20
2017-11-30,7,0,11,78,20
2017-12-01,7,0,11,78,20
2017-12-02,7,0,11,78,20
2017-12-03,14,0,13,65,32
2017-12-04,14,0,13,65,32
2017-12-05,14,0,13,65,32
2017-12-06,14,0,13,65,32
2017-12-07,14,0,13,65,32
2017-12-08,14,0,13,65,32
2017-12-09,14,0,13,65,32
2017-12-10,9,0,9,0,27
2017-12-11,9,0,9,0,27
2017-12-12,9,0,9,0,27
2017-12-13,9,0,9,0,27
2017-12-14,9,0,9,0,27
2017-12-15,9,0,9,0,27
2017-12-16,9,0,9,0,27
2017-12-17,7,0,7,0,15
2017-12-18,7,0,7,0,15
2017-12-19,7,0,7,0,15
2017-12-20,7,0,7,0,15
2017-12-21,7,0,7,0,15
2017-12-22,7,0,7,0,15
2017-12-23,7,0,7,0,15
2017-12-24,5,0,6,0,12
2017-12-25,5,0,6,0,12
2017-12-26,5,0,6,0,12
2017-12-27,5,0,6,0,12
2017-12-28,5,0,6,0,12
2017-12-29,5,0,6,0,12
2017-12-30,5,0,6,0,12
2017-12-31,7,0,7,66,16
2018-01-01,7,0,7,66,16
2018-01-02,7,0,7,66,16
2018-01-03,7,0,7,66,16
2018-01-04,7,0,7,66,16
2018-01-05,7,0,7,66,16
2018-01-06,7,0,7,66,16
2018-01-07,9,0,7,0,4
2018-01-08,9,0,7,0,4
2018-01-09,9,0,7,0,4
2018-01-10,9,0,7,0,4
2018-01-11,9,0,7,0,4
2018-01-12,9,0,7,0,4
2018-01-13,9,0,7,0,4
2018-01-14,8,0,6,59,4
2018-01-15,8,0,6,59,4
2018-01-16,8,0,6,59,4
2018-01-17,8,0,6,59,4
2018-01-18,8,0,6,59,4
2018-01-19,8,0,6,59,4
2018-01-20,8,0,6,59,4
2018-01-21,5,0,5,0,2
2018-01-22,5,0,5,0,2
2018-01-23,5,0,5,0,2
2018-01-24,5,0,5,0,2
2018-01-25,5,0,5,0,2
2018-01-26,5,0,5,0,2
2018-01-27,5,0,5,0,2
2018-01-28,6,0,6,0,2
2018-01-29,6,0,6,0,2
2018-01-30,6,0,6,0,2
2018-01-31,6,0,6,0,2
2018-02-01,6,0,6,0,2
2018-02-02,6,0,6,0,2
2018-02-03,6,0,6,0,2
2018-02-04,5,0,5,78,2
2018-02-05,5,0,5,78,2
2018-02-06,5,0,5,78,2
2018-02-07,5,0,5,78,2
2018-02-08,5,0,5,78,2
2018-02-09,5,0,5,78,2
2018-02-10,5,0,5,78,2
2018-02-11,0,0,5,57,3
2018-02-12,0,0,5,57,3
2018-02-13,0,0,5,57,3
2018-02-14,0,0,5,57,3
2018-02-15,0,0,5,57,3
2018-02-16,0,0,5,57,3
2018-02-17,0,0,5,57,3
2018-02-18,7,0,7,0,3
2018-02-19,7,0,7,0,3
2018-02-20,7,0,7,0,3
2018-02-21,7,0,7,0,3
2018-02-22,7,0,7,0,3
2018-02-23,7,0,7,0,3
2018-02-24,7,0,7,0,3
2018-02-25,3,0,5,51,3
2018-02-26,3,0,5,51,3
2018-02-27,3,0,5,51,3
2018-02-28,3,0,5,51,3
2018-03-01,3,0,5,51,3
2018-03-02,3,0,5,51,3
2018-03-03,3,0,5,51,3
2018-03-04,3,0,4,71,0
2018-03-05,3,0,4,71,0
2018-03-06,3,0,4,71,0
2018-03-07,3,0,4,71,0
2018-03-08,3,0,4,71,0
2018-03-09,3,0,4,71,0
2018-03-10,3,0,4,71,0
2018-03-11,5,0,5,48,1
2018-03-12,5,0,5,48,1
2018-03-13,5,0,5,48,1
2018-03-14,5,0,5,48,1
2018-03-15,5,0,5,48,1
2018-03-16,5,0,5,48,1
2018-03-17,5,0,5,48,1
2018-03-18,4,0,5,0,1
2018-03-19,4,0,5,0,1
2018-03-20,4,0,5,0,1
2018-03-21,4,0,5,0,1
2018-03-22,4,0,5,0,1
2018-03-23,4,0,5,0,1
2018-03-24,4,0,5,0,1
2018-03-25,4,0,4,0,0
2018-03-26,4,0,4,0,0
2018-03-27,4,0,4,0,0
2018-03-28,4,0,4,0,0
2018-03-29,4,0,4,0,0
2018-03-30,4,0,4,0,0
2018-03-31,4,0,4,0,0
2018-04-01,3,0,4,44,1
2018-04-02,3,0,4,44,1
2018-04-03,3,0,4,44,1
2018-04-04,3,0,4,44,1
2018-04-05,3,0,4,44,1
2018-04-06,3,0,4,44,1
2018-04-07,3,0,4,44,1
2018-04-08,3,0,3,0,0
2018-04-09,3,0,3,0,0
2018-04-10,3,0,3,0,0
2018-04-11,3,0,3,0,0
2018-04-12,3,0,3,0,0
2018-04-13,3,0,3,0,0
2018-04-14,3,0,3,0,0
2018-04-15,4,0,5,47,3
2018-04-16,4,0,5,47,3
2018-04-17,4,0,5,47,3
2018-04-18,4,0,5,47,3
2018-04-19,4,0,5,47,3
2018-04-20,4,0,5,47,3
2018-04-21,4,0,5,47,3
2018-04-22,0,0,5,52,2
2018-04-23,0,0,5,52,2
2018-04-24,0,0,5,52,2
2018-04-25,0,0,5,52,2
